"","Table 2#8#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Line",NA,NA,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002
"32",NA,NA,NA,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12
"33","1","    Personal consumption expenditures (PCE)","DPCERG3",57.747,57.749,57.621,57.499,57.6,57.809,57.821,57.89,58.076,58.179,58.282,58.361,58.627,58.837,58.996,59.208,59.355,59.575,59.712,59.947,60.15,60.347,60.464,60.575,60.804,60.892,61.102,61.4,61.579,61.84,62.141,62.325,62.629,62.83,62.974,63.164,63.481,63.685,63.918,64.341,64.574,64.712,64.859,64.863,65.005,65.26,65.4,65.588,66.076,66.364,66.607,66.751,66.895,67.19,67.347,67.796,68.214,68.601,68.684,68.74,68.995,69.02,69.031,69.153,69.439,69.556,69.666,69.826,70.066,70.196,70.347,70.519,70.612,70.788,70.961,71.152,71.247,71.373,71.608,71.703,71.821,72.077,72.222,72.349,72.523,72.632,72.78,72.976,73.202,73.228,73.344,73.47,73.549,73.779,73.916,73.932,73.956,74.126,74.332,74.419,74.527,74.706,74.943,75.11,75.194,75.321,75.468,75.518,75.666,75.794,75.929,76.127,76.239,76.308,76.403,76.567,76.62,76.816,76.818,76.967,77.142,77.261,77.491,77.72,77.853,77.853,78.019,78.095,78.309,78.543,78.688,78.779,78.88,79.044,79.125,79.199,79.168,79.267,79.311,79.375,79.556,79.658,79.669,79.656,79.687,79.637,79.644,79.745,79.857,79.792,79.984,80.093,80.043,80.214,80.216,80.301,80.448,80.428,80.483,80.855,80.888,80.905,81.119,81.262,81.546,81.676,81.749,81.951,82.185,82.444,82.795,82.717,82.781,83.053,83.252,83.239,83.6,83.713,83.825,83.932,84.307,84.419,84.422,84.578,84.808,84.968,84.944,84.941,84.666,84.975,84.918,84.83,84.89,85.032,85.269,85.638,85.707,85.817,85.996,86.162,86.308,86.468,86.553,86.622
"34","2","Goods","DGDSRG3",77.312,76.815,75.935,75.367,75.57,75.846,75.828,75.911,76.097,76.044,76.16,76.42,77.124,77.629,77.846,78.089,78.247,78.566,78.716,79.023,79.201,79.361,79.454,79.426,79.56,79.419,79.613,80.037,80.167,80.403,80.883,80.982,81.401,81.564,81.646,81.851,82.309,82.558,82.803,83.744,84.093,84.137,84.217,83.88,83.934,84.295,84.364,84.42,85.538,86.055,86.133,86.124,86.149,86.431,86.683,87.399,88.277,89.033,89.016,89.063,89.202,88.997,88.752,89.001,89.248,89.226,89.177,89.312,89.477,89.48,89.798,89.795,89.662,89.793,89.93,90.011,90.151,90.365,90.542,90.68,90.687,90.791,90.874,90.907,90.952,91.097,91.015,91.172,91.148,90.982,90.993,91.088,90.912,91.429,91.573,91.451,91.326,91.372,91.466,91.558,91.64,91.921,92.354,92.637,92.662,92.595,92.711,92.698,92.769,92.775,92.79,93.014,92.98,92.911,92.95,93.034,92.994,93.096,92.877,93.073,93.432,93.535,93.938,94.202,94.111,93.83,93.879,93.763,93.968,94.207,94.311,94.344,94.392,94.482,94.317,94.157,93.876,93.628,93.534,93.607,93.725,93.715,93.465,93.311,93.123,92.788,92.399,92.441,92.442,92.322,92.466,92.44,92.222,92.307,92.152,92.177,92.369,92.055,91.932,92.904,92.746,92.691,92.973,93.169,93.58,93.576,93.42,93.686,93.803,94.124,94.94,94.648,94.548,94.983,95.071,94.617,95.247,95.029,95.13,95.086,95.193,95.172,94.86,95.008,95.324,95.355,94.901,94.503,94.845,94.304,93.698,93.202,93.247,93.207,93.52,94.166,93.919,93.865,93.915,94.007,93.996,94.074,93.966,93.784
"35","3","  Durable goods","DDURRG3",116.464,116.305,116.377,116.488,116.902,117.365,117.654,117.93,118.099,118.232,118.569,118.885,119.367,119.505,119.812,120.227,120.463,120.805,121.074,121.328,121.678,121.893,121.946,121.723,121.53,121.488,121.907,122.099,122.264,122.583,122.808,123.062,123.689,123.974,124.105,124.226,124.793,124.916,124.483,124.765,124.803,124.927,125.112,125.064,125.163,125.41,125.715,125.443,125.831,126.427,126.313,126.27,126.33,126.009,126.198,126.216,126.362,126.731,126.609,126.201,127.178,127.831,127.78,128.027,128.083,127.641,128.438,128.207,128.526,128.758,128.925,128.317,128.529,128.768,128.686,128.94,129.188,128.907,129.092,129.188,129.075,129.326,129.553,129.083,129.358,129.221,129.184,129.864,129.858,130.086,130.311,130.481,130.914,131.389,131.617,131.287,131.442,131.678,132.083,132.124,132.565,132.874,133.388,133.464,133.512,133.56,133.824,133.663,134.136,134.123,134.392,134.449,134.011,133.752,133.649,133.758,133.509,133.468,133.149,133.408,133.497,133.353,133.478,132.994,132.417,132.276,132.267,132.222,132.162,132.125,131.732,131.077,131.023,131.187,131.202,130.21,129.841,129.57,129.281,128.934,128.793,128.762,128.185,127.903,127.65,127.247,127.125,127.189,126.241,125.742,125.828,125.402,125.043,124.858,124.555,124.062,123.911,123.442,122.982,123.138,122.829,122.524,122.452,122.256,122.085,121.861,121.585,121.168,121.119,120.783,121.018,120.835,120.847,120.47,120.249,119.754,119.932,119.706,119.734,119.627,119.545,119.145,118.765,118.601,118.136,118.181,118.256,117.689,116.629,117.14,116.932,116.766,116.447,115.74,115.59,115.507,115.451,115.121,114.968,114.764,114.67,114.482,114.06,113.61
"36","4","  Nondurable goods","DNDGRG3",61.239,60.688,59.629,58.922,59.05,59.253,59.152,59.175,59.356,59.249,59.297,59.526,60.245,60.81,60.988,61.167,61.293,61.584,61.691,61.993,62.111,62.245,62.342,62.37,62.589,62.428,62.546,63.009,63.122,63.319,63.841,63.889,64.222,64.339,64.403,64.62,65.018,65.287,65.705,66.776,67.192,67.211,67.257,66.857,66.896,67.267,67.268,67.409,68.666,69.128,69.255,69.257,69.272,69.704,69.956,70.816,71.836,72.646,72.655,72.816,72.718,72.301,72.018,72.25,72.527,72.617,72.345,72.568,72.679,72.62,72.956,73.114,72.899,72.992,73.179,73.208,73.308,73.644,73.808,73.948,73.989,74.046,74.085,74.257,74.235,74.452,74.364,74.363,74.335,74.067,74.016,74.084,73.743,74.239,74.35,74.295,74.094,74.081,74.076,74.179,74.148,74.405,74.788,75.116,75.133,75.035,75.101,75.133,75.079,75.091,75.03,75.291,75.379,75.37,75.451,75.523,75.549,75.689,75.513,75.679,76.102,76.276,76.744,77.231,77.299,76.987,77.053,76.92,77.199,77.515,77.774,78.029,78.11,78.174,77.959,78.079,77.84,77.612,77.586,77.797,77.998,77.996,77.868,77.765,77.609,77.31,76.842,76.872,77.207,77.226,77.387,77.506,77.346,77.528,77.43,77.65,77.963,77.716,77.721,78.976,78.88,78.921,79.334,79.678,80.307,80.39,80.283,80.807,80.985,81.574,82.617,82.283,82.139,82.892,83.103,82.677,83.481,83.272,83.402,83.387,83.572,83.712,83.437,83.715,84.344,84.368,83.699,83.38,84.308,83.33,82.555,81.923,82.121,82.37,82.881,83.843,83.511,83.577,83.716,83.945,83.974,84.173,84.205,84.143
"37","5","Services","DSERRG3",48.87,49.098,49.31,49.391,49.447,49.627,49.651,49.714,49.9,50.077,50.173,50.167,50.236,50.314,50.446,50.643,50.785,50.961,51.091,51.292,51.507,51.719,51.848,52.019,52.29,52.479,52.695,52.937,53.136,53.408,53.629,53.849,54.102,54.319,54.489,54.672,54.926,55.109,55.336,55.528,55.709,55.888,56.064,56.219,56.398,56.605,56.775,57.02,57.229,57.414,57.729,57.938,58.132,58.429,58.545,58.876,59.096,59.323,59.449,59.509,59.81,59.931,60.05,60.117,60.417,60.59,60.765,60.934,61.203,61.383,61.463,61.704,61.889,62.081,62.266,62.499,62.575,62.663,62.919,62.995,63.158,63.472,63.64,63.804,64.029,64.123,64.362,64.572,64.899,65.005,65.163,65.301,65.485,65.593,65.725,65.8,65.886,66.106,66.357,66.441,66.56,66.694,66.846,66.962,67.07,67.278,67.436,67.513,67.693,67.871,68.055,68.239,68.412,68.538,68.657,68.852,68.944,69.179,69.274,69.402,69.498,69.623,69.776,69.988,70.216,70.337,70.552,70.71,70.926,71.156,71.317,71.432,71.555,71.75,71.937,72.113,72.189,72.438,72.542,72.603,72.811,72.961,73.086,73.135,73.263,73.339,73.518,73.646,73.807,73.768,73.981,74.149,74.173,74.383,74.457,74.569,74.695,74.81,74.947,75.043,75.164,75.214,75.395,75.514,75.739,75.931,76.108,76.28,76.568,76.798,76.931,76.952,77.092,77.288,77.538,77.729,77.964,78.23,78.347,78.524,79.02,79.195,79.343,79.502,79.692,79.912,80.087,80.266,79.704,80.408,80.612,80.717,80.784,81.011,81.212,81.449,81.667,81.854,82.095,82.295,82.517,82.716,82.892,83.082
"38",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","6","  PCE excluding food and energy","DPCCRG3",58.087,58.239,58.414,58.513,58.607,58.778,58.88,58.997,59.187,59.385,59.51,59.587,59.721,59.846,60.027,60.272,60.437,60.598,60.754,60.957,61.2,61.469,61.6,61.729,62.012,62.137,62.403,62.708,62.922,63.186,63.445,63.601,63.943,64.183,64.357,64.561,64.88,65.036,65.226,65.441,65.635,65.805,65.966,66.053,66.278,66.52,66.694,66.883,67.13,67.452,67.767,67.974,68.174,68.438,68.6,68.888,69.132,69.363,69.441,69.529,69.867,70.047,70.189,70.324,70.605,70.757,70.971,71.165,71.448,71.604,71.734,71.906,72.098,72.291,72.472,72.708,72.812,72.867,73.142,73.209,73.329,73.613,73.777,73.915,74.128,74.27,74.429,74.649,74.902,74.974,75.128,75.271,75.386,75.508,75.7,75.733,75.792,75.954,76.214,76.327,76.498,76.664,76.828,76.908,77.025,77.206,77.351,77.379,77.565,77.685,77.87,78.048,78.175,78.236,78.36,78.545,78.65,78.838,78.893,79.005,79.101,79.201,79.38,79.485,79.622,79.684,79.835,79.907,80.141,80.327,80.439,80.47,80.554,80.718,80.908,81.061,81.126,81.243,81.295,81.264,81.419,81.542,81.575,81.625,81.741,81.8,81.879,82.033,82.115,82.016,82.241,82.399,82.38,82.536,82.548,82.695,82.853,82.854,82.873,83.068,83.124,83.158,83.306,83.343,83.556,83.688,83.768,83.888,84.103,84.229,84.399,84.443,84.528,84.582,84.767,84.866,85.076,85.195,85.339,85.398,85.678,85.809,85.893,86.039,86.069,86.272,86.498,86.549,86.075,86.691,86.865,86.885,86.915,87.08,87.191,87.45,87.563,87.706,87.872,88.041,88.174,88.253,88.338,88.404
"40","7","  Food \1\","DFXARG3",55.041,54.921,54.944,55.033,55.174,55.178,55.656,56.145,56.117,56.208,56.386,56.413,56.765,56.921,56.94,57.012,57.345,57.625,57.424,57.543,57.625,57.66,57.58,57.827,58.059,57.989,58.03,58.303,58.475,58.735,59.358,59.604,59.938,60.01,60.026,60.266,60.542,61.029,61.325,61.735,62.121,62.318,62.571,62.638,62.639,62.891,63.074,63.293,64.151,64.701,64.729,64.46,64.554,65.092,65.407,65.639,65.798,66.023,66.096,65.972,66.716,67.065,67.081,67.408,67.581,67.874,67.424,67.238,67.161,67.134,67.25,67.264,67.207,67.478,67.677,67.575,67.448,67.745,67.649,68.119,68.266,68.185,68.008,68.033,68.083,68.267,68.239,68.364,68.861,68.727,68.695,68.829,68.794,69.149,69.307,69.456,69.476,69.339,69.241,69.371,69.505,69.812,70.161,70.303,70.346,70.187,70.257,70.58,70.534,70.863,70.839,71.375,71.329,71.37,71.442,71.546,71.716,71.91,71.852,71.977,72.171,72.445,72.778,73.061,73.048,73.483,73.77,74.029,74.204,74.557,74.666,74.679,74.577,74.851,74.682,74.748,74.818,74.904,74.982,75.151,75.189,75.235,75.302,75.271,75.579,75.437,75.55,75.632,75.727,75.774,75.88,76.099,76.021,76.372,76.483,76.46,76.757,76.801,76.704,76.866,77.005,77.011,77.096,77.212,77.438,77.499,77.715,77.826,77.896,78.119,78.336,78.379,78.769,78.81,79.221,79.476,79.49,79.522,79.581,80.024,80.088,80.573,80.707,80.779,80.915,81.234,81.486,81.741,81.724,82.079,82.033,81.9,82.255,82.479,82.603,82.87,82.355,82.272,82.386,82.375,82.529,82.475,82.693,82.711
"41","8","  Energy goods and services \2\","DNRGRG3",51.647,50.29,46.899,44.23,44.326,45.186,43.616,42.603,43.03,42.162,41.924,42.082,43.564,44.697,44.803,44.844,44.534,45.26,45.647,46.352,46.279,45.927,46.158,45.881,45.52,45.428,45.265,45.499,45.296,45.507,45.776,46.133,45.973,45.929,45.922,45.861,46.189,46.494,47.064,49.66,50.08,49.787,49.627,48.641,48.062,48.443,48.157,48.289,50.81,50.32,50.055,50.059,49.65,49.913,49.794,52.256,54.888,57.188,57.341,57.302,55.921,53.773,52.326,52.018,52.507,52.005,51.74,52,52.181,52.229,52.637,53.019,52.203,52.035,52.053,52.121,52.412,53.081,53.305,53.193,53.243,53.608,53.962,54.09,53.986,53.627,53.862,53.869,53.399,53.115,52.991,52.922,52.747,53.986,53.46,53.121,52.751,53.385,53.359,53.084,52.443,52.596,53.489,54.675,54.426,54.307,54.569,54.504,54.452,54.396,54.156,54.113,54.261,54.449,54.237,54.209,53.514,53.79,53.238,53.838,54.912,55.046,55.711,57.309,57.586,56.281,56.448,56.336,56.34,56.984,57.569,58.495,59.076,59.093,58.157,57.265,55.93,55.826,55.715,56.822,57.494,57.408,57.067,56.291,54.908,53.598,52.56,52.013,52.507,52.73,52.611,51.946,51.533,51.661,51.38,50.775,50.568,50.19,50.918,53.877,53.459,53.262,54.482,56.042,57.343,57.527,57.284,58.72,59.413,61.576,64.719,62.712,62.039,65.646,65.768,63.844,66.777,66.919,66.668,67.025,69.12,68.505,67.211,67.605,70.871,70.176,66.131,65,67.298,63.052,59.54,57.908,57.989,57.664,59.935,62.073,62.302,62.208,62.672,63.039,63.375,65.018,64.939,65.13
"42","9","  Market-based PCE \3\","DPCMRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.048,58.293,58.495,58.686,58.838,59.07,59.205,59.441,59.65,59.825,59.958,60.061,60.301,60.402,60.618,60.903,61.067,61.314,61.593,61.752,62.044,62.266,62.412,62.637,62.96,63.212,63.463,63.91,64.175,64.334,64.525,64.555,64.735,65.014,65.179,65.373,65.898,66.206,66.512,66.651,66.829,67.123,67.363,67.84,68.256,68.683,68.801,68.898,69.231,69.288,69.348,69.511,69.798,69.913,70.038,70.196,70.475,70.631,70.794,70.971,71.09,71.282,71.473,71.653,71.76,71.894,72.133,72.209,72.354,72.621,72.779,72.889,73.072,73.143,73.279,73.451,73.66,73.661,73.781,73.902,73.959,74.197,74.321,74.327,74.346,74.521,74.708,74.807,74.917,75.095,75.327,75.487,75.533,75.642,75.756,75.798,76.042,76.163,76.284,76.497,76.597,76.651,76.751,76.907,76.972,77.159,77.128,77.256,77.409,77.546,77.765,78.006,78.124,78.107,78.241,78.28,78.472,78.678,78.8,78.877,79.009,79.138,79.219,79.277,79.214,79.317,79.336,79.407,79.586,79.616,79.606,79.609,79.627,79.587,79.589,79.649,79.759,79.685,79.884,79.995,79.94,80.122,80.125,80.21,80.338,80.304,80.375,80.783,80.811,80.821,81.003,81.114,81.382,81.49,81.56,81.757,81.995,82.267,82.62,82.503,82.539,82.786,83.04,83.024,83.372,83.497,83.596,83.684,84.048,84.172,84.184,84.339,84.561,84.702,84.626,84.614,84.835,84.672,84.619,84.526,84.584,84.694,84.902,85.243,85.265,85.337,85.509,85.681,85.832,85.986,86.085,86.169
"43","10","  Market-based PCE excluding food and energy \3\","DPCXRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.165,59.327,59.565,59.789,59.964,60.132,60.289,60.489,60.745,60.995,61.147,61.268,61.572,61.718,61.998,62.288,62.489,62.734,62.959,63.084,63.414,63.685,63.866,64.117,64.443,64.652,64.858,65.078,65.307,65.507,65.723,65.854,66.137,66.408,66.618,66.814,67.076,67.428,67.83,68.04,68.289,68.548,68.814,69.114,69.332,69.591,69.712,69.854,70.301,70.541,70.761,70.95,71.231,71.385,71.633,71.827,72.165,72.358,72.5,72.678,72.916,73.131,73.337,73.566,73.685,73.741,74.025,74.065,74.218,74.521,74.703,74.823,75.052,75.151,75.299,75.493,75.729,75.777,75.941,76.08,76.173,76.289,76.474,76.496,76.554,76.722,76.967,77.099,77.281,77.442,77.589,77.648,77.724,77.89,77.995,78.01,78.32,78.43,78.605,78.798,78.912,78.955,79.089,79.268,79.394,79.571,79.594,79.675,79.731,79.849,80.009,80.109,80.228,80.279,80.39,80.414,80.625,80.771,80.85,80.855,80.975,81.096,81.302,81.447,81.489,81.612,81.636,81.598,81.748,81.785,81.797,81.877,81.989,82.076,82.161,82.272,82.348,82.232,82.471,82.64,82.619,82.785,82.801,82.956,83.094,83.082,83.114,83.324,83.378,83.407,83.507,83.488,83.671,83.778,83.856,83.957,84.174,84.294,84.439,84.456,84.51,84.502,84.749,84.861,85.033,85.167,85.3,85.328,85.583,85.73,85.837,85.981,85.969,86.158,86.361,86.409,86.493,86.597,86.81,86.84,86.863,86.994,87.05,87.26,87.324,87.426,87.581,87.759,87.896,87.954,88.056,88.141
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","1. Food consists of food and beverages purchased for off-premises consumption; food",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","services, which include purchased meals and beverages, are not classified as food.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2. Consists of gasoline and other energy goods and of electricity and gas services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
